variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
csoillut,carbon  in soil pool on Land-use tiles,yrPt,Eyr,3.66,1437
clittershrub,Carbon Mass in Litter on Shrub Tiles,mon,Emon,3.63,1263
rsdt,TOA Incident Shortwave Radiation,1hrCM,E1hrClimMon,3.58,8
masso,Sea Water Mass,mon,Omon,3.56,59390
orog,Surface Altitude,fx,fx,3.50,29720
parag,Aragonite Production,yr,Oyr,3.50,20
fracinlut,Annual Gross Percentage That Was Transferred into This Tile from Other Land-Use Tiles,yr,Eyr,3.49,12186
clivi,Ice Water Path,3hrPt,CF3hr,3.47,14
cveglut,Carbon in Vegetation on Land-Use Tiles,yrPt,Eyr,3.44,1416
prra,Rainfall Flux over Land Ice,mon,ImonGre,3.40,477
shrubfrac,Percentage Cover by Shrub,yr,Eyr,3.28,6240
rhshrub,Heterotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,3.28,1029
prra,Rainfall Flux over Land Ice,mon,ImonAnt,3.28,475
fracoutlut,Annual gross percentage of Land-use tile  that was transferred into other Land-use tiles,yr,Eyr,3.26,12119
phabio,Abiotic pH,yr,Oyr,3.24,10
ci,Fraction of Time Convection Occurs in Cell,monC,Amon,3.22,42
co3abioos,Surface Abiotic Carbonate Ion Concentration,mon,Omon,3.12,8
prsnsn,Fraction of Snowfall (Including Hail and Graupel) on Snow,day,Eday,3.10,35
clwvi,Condensed Water Path,3hrPt,CF3hr,3.10,11
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonGre,3.06,463
csoilshrub,Carbon Mass in Soil on Shrub Tiles,mon,Emon,3.02,1266
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonAnt,2.99,464
mmrss,Sea-Salt Aerosol Mass Mixing Ratio,mon,Emon,2.93,131
sncis,Ice Sheet Snow Cover Percentage,mon,LImon,2.81,577
jo2,Photolysis Rate of Diatomic Molecular Oxygen,mon,EmonZ,2.81,257
sltbasin,Northward Ocean Salt Transport,mon,EmonZ,2.81,6499
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,3hrPt,CF3hr,2.79,16
cproduct,Carbon Mass in Products of Land-Use Change,yrPt,Eyr,2.66,2123
rlsaf,Surface Net Aerosol-Free Longwave Radiation,mon,AERmon,2.60,510
rlscsaf,Surface Net Aerosol-Free Clear-Sky Longwave Radiation ,mon,AERmon,2.53,510
cltcalipso,CALIPSO Total Cloud Cover Percentage,3hrPt,E3hrPt,2.48,21
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,mon,EmonZ,2.44,950
hfbasinpmdiff,Northward Ocean Heat Transport Due to Parameterized Mesoscale Diffusion,mon,Omon,2.43,5014
snicefreezis,Ice Sheet Surface Snow and Ice Refreeze Flux,mon,LImon,2.43,376
rssaf,Surface Net Aerosol-Free Shortwave Radiation,mon,AERmon,2.42,510
sci,Fraction of Time Shallow Convection Occurs,monC,Amon,2.41,40
areacella,Grid-Cell Area for Atmospheric Grid Variables,fx,fx,2.38,60441
rsscsaf,Surface Net Aerosol-Free Clear-Sky Shortwave Radiation,mon,AERmon,2.34,510
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,2.33,218
snmis,Ice Sheet Surface Snow Melt,mon,LImon,2.32,389
albdirbnd,Direct Surface Albedo for Each Band,3hrPt,E3hrPt,2.30,6
rsd,Downwelling Shortwave Radiation,fx,Efx,2.29,4688
hfbasinpadv,Northward Ocean Heat Transport Due to Parameterized Eddy Advection,mon,Omon,2.25,5189
cltmodis,MODIS Total Cloud Cover Percentage,mon,Emon,2.24,208
rsu,Upwelling Shortwave Radiation,fx,Efx,2.23,4674
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,3hrPt,E3hrPt,2.21,17
rlu,Upwelling Longwave Radiation,fx,Efx,2.15,4626
ocontempmint,Depth Integral of Product of Sea Water Density and Conservative Temperature,mon,Emon,2.14,5
rld,Downwelling Longwave Radiation,fx,Efx,2.11,4685
tntd,Tendency of Air Temperature Due to Numerical Diffusion,subhrPt,Esubhr,2.06,8
tntc,Tendency of Air Temperature Due to Convection,mon,EmonZ,1.98,1002
climodis,MODIS Ice Cloud Area Percentage,mon,Emon,1.91,179
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,1hrCM,E1hrClimMon,1.88,4
co2mass,Total Atmospheric Mass of CO2,mon,Amon,1.88,24456
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],subhrPt,CFsubhr,1.80,1
snicem,Surface Snow and Ice Melt Flux,mon,ImonAnt,1.79,482
bs550aer,Aerosol Backscatter Coefficient,6hrPt,6hrLev,1.76,1
snicem,Surface Snow and Ice Melt Flux,mon,ImonGre,1.74,481
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,3hrPt,E3hrPt,1.74,21
bigthetaoga,Global Average Sea Water Conservative Temperature,mon,Omon,1.73,38162
ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,yr,Oyr,1.63,6
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],subhrPt,CFsubhr,1.60,1
emiaco,Total Emission Rate of Anthropogenic CO,mon,AERmon,1.56,70
vegfrac,Total Vegetated Percentage Cover,yr,Eyr,1.53,5374
albdiffbnd,Diffuse Surface Albedo for Each Band,3hrPt,E3hrPt,1.52,7
ch4global,Global Mean Mole Fraction of CH4,mon,Amon,1.48,6280
simprefrozen,Thickness of Refrozen Ice on Melt Pond,mon,SImon,1.44,59
snicemis,Ice Sheet Surface Snow and Ice Melt Flux,mon,LImon,1.44,388
clhcalipso,CALIPSO High Level Cloud Area Percentage,3hrPt,E3hrPt,1.39,19
tnpeo,Tendency of Ocean Potential Energy Content,monC,Oclim,1.35,350
n2oglobal,Global Mean Mole Fraction of N2O,mon,Amon,1.31,3585
icemis,Ice Sheet Surface Ice Melt Flux,mon,LImon,1.30,498
tos,Sea Surface Temperature,3hr,3hr,1.25,1
mmrbc,Elemental Carbon Mass Mixing Ratio,mon,Emon,1.25,57
ci,Fraction of Time Convection Occurs in Cell,3hrPt,CF3hr,1.22,10
fahlut,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,mon,Emon,1.22,255
emianox,Total Emission Rate of Anthropogenic NOx,mon,AERmon,1.19,51
icem,Surface Ice Melt Flux,mon,ImonAnt,1.13,420
icem,Surface Ice Melt Flux,mon,ImonGre,1.12,425
od550bb,Aerosol Optical Depth at 550nm Due to Biomass Burning,mon,AERmon,1.12,135
fnox,Total Land NOx Flux,mon,Emon,1.08,415
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,yr,Oyr,1.06,35
rtmt,Net Downward Radiative Flux at Top of Model,3hrPt,CF3hr,1.03,6
cfc11global,Global Mean Mole Fraction of CFC11,mon,Amon,0.97,2612
mfo,Sea Water Transport,mon,Omon,0.97,7612
cfc12global,Global Mean Mole Fraction of CFC12,mon,Amon,0.96,2576
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,yr,Oyr,0.96,31
mmraerso4,Aerosol Sulfate Mass Mixing Ratio,mon,Emon,0.96,45
dispkevfo,Ocean Kinetic Energy Dissipation per Unit Area Due to Vertical Friction,monC,Oclim,0.87,231
diftrblo,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,monC,Oclim,0.79,215
diftrelo,Ocean Tracer Epineutral Laplacian Diffusivity,monC,Oclim,0.78,212
residualfrac,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,yr,Eyr,0.75,1179
cproductlut,Wood and Agricultural Product Pool Carbon Associated with Land-Use Tiles,yrPt,Eyr,0.74,394
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,Amon,0.60,5
epfy,Northward Component of the Eliassen-Palm Flux,mon,Amon,0.60,5
epfz,Upward Component of the Eliassen-Palm Flux,mon,Amon,0.60,5
msftyzsmpa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,0.59,26
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,monC,Oclim,0.55,142
sftgif,Land Ice Area Percentage,fx,fx,0.53,11102
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,monC,Oclim,0.51,131
ccb,Air Pressure at Convective Cloud Base,monC,Amon,0.50,7
sltnortha,Atlantic Northward Ocean Salt Transport,mon,EmonZ,0.46,241
tauucorr,Surface Downward X Stress Correction,mon,Omon,0.43,14
ficeberg2d,Water Flux into Sea Water from Icebergs,mon,Omon,0.43,5
simassacrossline,Sea Mass Area Flux Through Straits,mon,SImon,0.43,5100
mrsofc,Capacity of Soil to Store Water (Field Capacity),fx,fx,0.42,8609
tauvcorr,Surface Downward Y Stress Correction,mon,Omon,0.41,13
swtoafluxaerocs,TOA Outgoing Clear-Sky Shortwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,0.39,3
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,0.38,85
snmassacrossline,Snow Mass Flux Through Straits,mon,SImon,0.37,3452
xgwdparam,Eastward Gravity Wave Drag,mon,EmonZ,0.35,18
swtoacsdust,clear sky  Shortwave flux due to dust at toa,mon,Emon,0.34,7
diftrxylo,Ocean Tracer XY Laplacian Diffusivity,monC,Oclim,0.31,156
rootd,Maximum Root Depth,fx,fx,0.28,6171
siareaacrossline,Sea-Ice Area Flux Through Straits,mon,SImon,0.26,2344
areacellr,Grid-Cell Area for River Model Variables,fx,fx,0.25,3102
ygwdparam,Northward Gravity Wave Drag,mon,EmonZ,0.22,15
lwsrfcsdust,Clear-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.21,7
swsrfcsdust,Clear-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.20,1
sfriver,Salt Flux into Sea Water from Rivers,mon,Omon,0.20,14
ksat,Saturated Hydraulic Conductivity,fx,Efx,0.19,385
lwtoaasdust,TOA All-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.17,5
topg,Bedrock Altitude,fx,IfxGre,0.16,244
hfgeoubed,Geothermal Heat Flux Beneath Land Ice,fx,IfxGre,0.16,259
co2mass,Total Atmospheric Mass of CO2,day,day,0.15,2014
sftgrf,Grounded Ice Sheet Area Percentage,fx,Efx,0.15,3930
sbl,Surface Snow and Ice Sublimation Flux,monC,Amon,0.14,5
swsffluxaero,Shortwave Heating Rate Due to Volcanic Aerosols,6hrPt,6hrPlevPt,0.14,8
slthick,Thickness of Soil Layers,fx,Efx,0.14,1046
swsrfasdust,All-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.12,4
sfdsi,Downward Sea Ice Basal Salt Flux,dec,Odec,0.11,34
lwtoacsdust,TOA Clear-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.09,5
lwsrfasdust,All-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.09,6
vt100,Northward Eddy Temperature Flux,mon,AERmonZ,0.09,155
volcello,Ocean Grid-Cell Volume,mon,Ofx,0.08,86
wilt,Wilting Point,fx,Efx,0.08,194
fldcapacity,Field Capacity,fx,Efx,0.08,190
lithk,Ice Sheet Thickness,fx,IfxGre,0.07,267
thkcello,Ocean Model Cell Thickness,mon,Ofx,0.07,69
co3abio,Abiotic Carbonate Ion Concentration,yr,Oyr,0.05,1
swtoaasdust,All-Sky Shortwave Flux Due to Dust at Toa,mon,Emon,0.04,1
clayfrac,Clay Fraction,fx,Efx,0.03,212
sandfrac,Sand Fraction,fx,Efx,0.03,170
treefrac,Tree Cover Percentage,yrPt,Eyr,0.03,25
flitterfire,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]",mon,Emon,0.03,372
sci,Fraction of Time Shallow Convection Occurs,3hrPt,CF3hr,0.03,3
hfbasinpsmadv,Northward Ocean Heat Transport Due to Parameterized Submesoscale Advection,mon,Omon,0.02,79
cropfrac,Percentage Crop Cover,yrPt,Eyr,0.02,23
siltfrac,Silt Fraction,fx,Efx,0.02,111
co2mass,Total Atmospheric Mass of CO2,monC,Amon,0.01,331
grassfrac,Natural Grass Area Percentage,yrPt,Eyr,0.01,23
libmassbfgr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,yr,IyrGre,0.01,4
cfc113global,Global Mean Mole Fraction of CFC113,mon,Amon,0.01,90
lithk,Ice Sheet Thickness,yr,IyrGre,0.01,4
areacelli,Grid-Cell Area for Sea Ice Variables,fx,Ofx,0.01,6
areacello,Grid-Cell Area for Ocean Variables,mon,Ofx,0.01,176
ch4global,Global Mean Mole Fraction of CH4,monC,Amon,0.01,261
n2oglobal,Global Mean Mole Fraction of N2O,monC,Amon,0.01,270
hcfc22global,Global Mean Mole Fraction of HCFC22,mon,Amon,0.01,68
orog,Surface Altitude,mon,fx,0.01,274
cfc113global,Global Mean Mole Fraction of CFC113,monC,Amon,0.00,62
areacella,Grid-Cell Area for Atmospheric Grid Variables,mon,fx,0.00,201
hcfc22global,Global Mean Mole Fraction of HCFC22,monC,Amon,0.00,59
hfbasin,Northward Ocean Heat Transport,dec,Odec,0.00,71
siconca,Sea-Ice Area Percentage (Atmospheric Grid),mon,Amon,0.00,6
xvelsurf,X-Component of Land Ice Surface Velocity,yr,IyrGre,0.00,2
deptho,Sea Floor Depth Below Geoid,mon,Ofx,0.00,75
cfc11global,Global Mean Mole Fraction of CFC11,monC,Amon,0.00,43
cfc12global,Global Mean Mole Fraction of CFC12,monC,Amon,0.00,40
tosga,Global Average Sea Surface Temperature,dec,Odec,0.00,77
sosga,Global Average Sea Surface Salinity,dec,Odec,0.00,61
masso,Sea Water Mass,dec,Odec,0.00,41
bigthetaoga,Global Average Sea Water Conservative Temperature,dec,Odec,0.00,37
vegheight,Height of the Vegetation Canopy,fx,Efx,0.00,12
sftflf,Floating Ice Shelf Area Percentage,yr,IyrGre,0.00,7
lim,Ice Sheet Mass,yr,IyrGre,0.00,16
modelcellareai,The Cell Area of the Ice Sheet Model,yr,IyrGre,0.00,2
limnsw,Ice Sheet Mass That Does not Displace Sea Water,yr,IyrGre,0.00,2
