Name,Description,Canonical Units,is alias,target,Physical parameters,Edited by author teams,Last Modified By,UID
mass_concentration_of_atomic_nitrogen_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical symbol for atomic nitrogen is N.",kg m-3,,,,,Data Request co-leads,3ba74c85-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_benzene_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula for benzene is C6H6.  Benzene is the simplest aromatic hydrocarbon and has a ring structure consisting of six carbon atoms joined by alternating single and double chemical bonds. Each carbon atom is additionally bonded to one hydrogen atom. There are standard names that refer to aromatic_compounds as a group, as well as those for individual species.",kg m-3,,,,,Data Request co-leads,3ba74c86-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_beta_carotene_in_sea_water,"""Mass concentration"" means mass per unit volume and is used in the construction ""mass_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical species or biological group denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula of beta-carotene is C40H56. The equivalent term in the NERC P01 Parameter Usage Vocabulary may be found at http://vocab.nerc.ac.uk/collection/P01/current/BBCAXXP1/2/.",kg m-3,,,,,Data Request co-leads,3ba74c87-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_beta_pinene_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula for beta_pinene is C10H16.  The IUPAC name for beta-pinene is (1S,5S)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane.",kg m-3,,,,,Data Request co-leads,3ba74c88-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_biogenic_nmvoc_expressed_as_carbon_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y. A chemical species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""nmvoc"" means non methane volatile organic compounds; ""nmvoc"" is the term used in standard names to describe the group of chemical species having this classification that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Biogenic"" means influenced, caused, or created by natural processes.",kg m-3,,,,,Data Request co-leads,3ba74c89-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_biological_taxon_expressed_as_carbon_in_sea_water,"""Mass concentration"" means mass per unit volume and is used in the construction ""mass_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical species or biological group denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The phrase ""expressed_as"" is used in the construction ""A_expressed_as_B"", where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. Mass concentration of biota expressed as carbon is also referred to as ""carbon biomass"". ""Biological taxon"" is a name or other label identifying an organism or a group of organisms as belonging to a unit of classification in a hierarchical taxonomy. There must be an auxiliary coordinate variable with standard name biological_taxon_name to identify the taxon in human readable format and optionally an auxiliary coordinate variable with standard name biological_taxon_lsid to provide a machine-readable identifier. See Section 6.1.2 of the CF convention (version 1.8 or later) for information about biological taxon auxiliary coordinate variables.",kg m-3,,,,,Data Request co-leads,3ba74c8a-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_biological_taxon_expressed_as_chlorophyll_in_sea_water,"""Mass concentration"" means mass per unit volume and is used in the construction ""mass_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical species or biological group denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The phrase ""expressed_as"" is used in the construction ""A_expressed_as_B"", where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""Biological taxon"" is a name or other label identifying an organism or a group of organisms as belonging to a unit of classification in a hierarchical taxonomy. There must be an auxiliary coordinate variable with standard name biological_taxon_name to identify the taxon in human readable format and optionally an auxiliary coordinate variable with standard name biological_taxon_lsid to provide a machine-readable identifier. See Section 6.1.2 of the CF convention (version 1.8 or later) for information about biological taxon auxiliary coordinate variables. Chlorophylls are the green pigments found in most plants, algae and cyanobacteria; their presence is essential for photosynthesis to take place. There are several different forms of chlorophyll that occur naturally. All contain a chlorin ring (chemical formula C20H16N4) which gives the green pigment and a side chain whose structure varies. The naturally occurring forms of chlorophyll contain between 35 and 55 carbon atoms.",kg m-3,,,,,Data Request co-leads,3ba74c8b-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_biological_taxon_expressed_as_nitrogen_in_sea_water,"""Mass concentration"" means mass per unit volume and is used in the construction ""mass_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical species or biological group denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The phrase ""expressed_as"" is used in the construction ""A_expressed_as_B"", where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. Mass concentration of biota expressed as nitrogen is also referred to as ""nitrogen biomass"". ""Biological taxon"" is a name or other label identifying an organism or a group of organisms as belonging to a unit of classification in a hierarchical taxonomy. There must be an auxiliary coordinate variable with standard name biological_taxon_name to identify the taxon in human readable format and optionally an auxiliary coordinate variable with standard name biological_taxon_lsid to provide a machine-readable identifier. See Section 6.1.2 of the CF convention (version 1.8 or later) for information about biological taxon auxiliary coordinate variables.",kg m-3,,,,,Data Request co-leads,3ba74c8c-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_biomass_burning_dry_aerosol_in_air,,,checked,mass_concentration_of_biomass_burning_dry_aerosol_particles_in_air,,,Data Request co-leads,3baa6d4f-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_biomass_burning_dry_aerosol_particles_in_air,"""Mass concentration"" means mass per unit volume and is used in the construction ""mass_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. Aerosol particles take up ambient water (a process known as hygroscopic growth) depending on the relative humidity and the composition of the particles. ""Dry aerosol particles"" means aerosol particles without any water uptake.",kg m-3,,,,,Data Request co-leads,3ba74c8d-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_black_carbon_dry_aerosol_in_air,,,checked,mass_concentration_of_elemental_carbon_dry_aerosol_particles_in_air,,,Data Request co-leads,3baa6ca1-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_bromine_chloride_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula for bromine chloride is BrCl.",kg m-3,,,,,Data Request co-leads,3ba74c8e-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_bromine_monoxide_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula for bromine monoxide is BrO.",kg m-3,,,,,Data Request co-leads,3ba74c8f-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_bromine_nitrate_in_air,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula for bromine nitrate is BrONO2.",kg m-3,,,,,Data Request co-leads,3ba74c90-8ca2-11ef-944e-41a8eb05f654
mass_concentration_of_brox_expressed_as_bromine_in_air,"""Mass concentration"" means mass per unit volume and is used in the construction ""mass_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""Brox"" describes a family of chemical species consisting of inorganic bromine compounds with the exception of hydrogen bromide (HBr) and bromine nitrate (BrONO2). The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""Brox"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Inorganic bromine"", sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, sea salt and other aerosols. Standard names that use the term ""inorganic_bromine"" are used for quantities that contain all inorganic bromine species including HCl and ClONO2.",kg m-3,,,,,Data Request co-leads,3ba74c91-8ca2-11ef-944e-41a8eb05f654
